prod_link,title,description,initialprice,offerprice,rating,reviews,Image1,Image2,Image3,Image4
"https://www.amazon.in/MuscleBlaze-BCAA-Pro-Blueberry-Lemonade/dp/B07PLCJSMY/ref=sr_1_208?dchild=1&keywords=nutrition&qid=1590855309&sr=8-208
","['MuscleBlaze BCAA Pro Amino Acid Powder (Blueberry Lemonade, 450 g)']","['', '', '', 'Muscle Blaze BCAA Pro in Blueberry Lemonade Flavour is formulated especially, keeping the constitution of your muscles in mind to aid faster recovery', '', 'Branched Chain Amino Acids are among the most widely used supplements as they are easily absorbed and give your body the fuel that it needs to perform at its best abilities each time', '', 'Bodybuilding beginners, professional bodybuilders, athletes, and fitness enthusiasts require BCAAs to prevent catabolism during workouts', '', '', '', '']"," ? 1,999.00","? 1,357.00",4.0 out of 5 stars,793 ratings,https://images-na.ssl-images-amazon.com/images/I/41XxVbbY8uL.jpg,https://images-na.ssl-images-amazon.com/images/I/514q8gF3RtL.jpg,https://images-na.ssl-images-amazon.com/images/I/51Js9wGEdNL.jpg,https://images-na.ssl-images-amazon.com/images/I/51esCaq17oL.jpg
"https://www.amazon.in/MuscleBlaze-Citrulline-Malate-100-g/dp/B01N7526IJ/ref=sr_1_97?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854415&sprefix=suppl%2Caps%2C307&sr=8-97
","['MuscleBlaze Citrulline Malate, 0.22 lb Unflavored']","['', '', '', 'A potent precursor to arginine MuscleBlaze Citrulline Malate promotes NO production', '', 'Helps facilitate increased flow of blood and nutrients to muscles, leading to bigger muscle growth', '', 'Aids in delaying the onset of fatigue and builds endurance', '', 'Helps support muscle recovery and exercise intensity', '', 'Actual product box may vary as we have changed the packaging for this product. However the ingredients remains the same.', '', '', '', '']", ? 849.00,? 633.00,3.8 out of 5 stars,198 ratings,https://images-na.ssl-images-amazon.com/images/I/419MvheUVzL.jpg,https://images-na.ssl-images-amazon.com/images/I/41MTUDNXw3L.jpg,https://images-na.ssl-images-amazon.com/images/I/51wEKLRl-%2BL.jpg,https://images-na.ssl-images-amazon.com/images/I/51m06gK376L.jpg
"https://www.amazon.in/MuscleBlaze-Mass-Gainer-XXL-Chocolate/dp/B01F381SAY/ref=sr_1_10?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854410&sprefix=suppl%2Caps%2C307&sr=8-10
","['MuscleBlaze Mass Gainer XXL (Chocolate, 1 Kg / 2.2 lb)']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'MuscleBlaze Mass Gainer XXL Chocolate fuels your body with 20g protein and 374 calories in a ratio of 1:3 when you consume 3 servings of 100g each with 300ml milk and carry out intense workout sessions', '', 'It helps in muscle building and repairing through its unique blend of slow, medium and fast-reacting proteins.', '', 'A blend of 5 protein sources that helps in speedy muscle recovery and maximize muscle size', '', 'It contains a perfect blend of fast and slow metabolizing carbohydrates that help in maintaining a sustained calorie supply in the body and provides sufficient energy for muscle growth and recover', '', 'MuscleBlaze Mass Gainer XXL is fortified with 27 essential vitamins and minerals along with a blend of digestive enzymes that helps in better absorption of nutrients and achieving great results', '', '', '', '']"," ? 1,249.00",? 874.00,3.7 out of 5 stars,"3,098 ratings",https://images-na.ssl-images-amazon.com/images/I/41lit-kpTPL.jpg,https://images-na.ssl-images-amazon.com/images/I/31fe9xSLrVL.jpg,https://images-na.ssl-images-amazon.com/images/I/51jwlf019UL.jpg,https://images-na.ssl-images-amazon.com/images/I/512KB9TPcEL.jpg
"https://www.amazon.in/MuscleBlaze-Workout-300-0-55-servings-Fruit/dp/B0753BFJKC/ref=sr_1_54?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854415&sprefix=suppl%2Caps%2C307&sr=8-54
","['MuscleBlaze Pre-Workout 300, 0.55 lb, Fruit Punch (31 Servings)']","['', '', '', 'The new MuscleBlaze pre-Workout 300 Fruit Punch contains 300mg caffeine that transforms your fitness regime and 2000mg of BCAAs for balancing the nutrients during workout', '', 'Fortified with 3000mg of Citrulline DL Malate to prevent fatigue and keep you energized during workout', '', 'Added BioPerine (A Patented Enzyme) that aids in maximum absorption of the nutrients to provide maximum benefits', '', 'Contains Vitamins B1 and B6 to aid muscle synthesis and prevent fatigue during intense workouts', '', 'Contains 1500mg of L-Arginine that boosts vasodilation and provides pump for more blood to flow during workouts', '', '', '', '']"," ? 1,799.00","? 1,349.00",3.7 out of 5 stars,381 ratings,https://images-na.ssl-images-amazon.com/images/I/5160Z02-1PL.jpg,https://images-na.ssl-images-amazon.com/images/I/51zc4jPT5sL.jpg,https://images-na.ssl-images-amazon.com/images/I/41Wmi6EeREL.jpg,https://images-na.ssl-images-amazon.com/images/I/51PdeGGxv%2BL.jpg
"https://www.amazon.in/Natures-Velvet-Lifecare1000mg-Vitamin-Tablet/dp/B01BNDNYJQ/ref=sr_1_232?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854415&sprefix=suppl%2Caps%2C307&sr=8-232
","['Natures Velvet Lifecare Vitamin C 1000mg, 60 Tablets - Pack of 1']","['', '', '', 'Quatity: 60 Tablet (1000mg)s', '', 'Usage Instruction: Take 1 Tablet daily, preferably after a meal or as directed by Health Care Practioner', '', 'Intergients: Vitamin C (Ascorbic acid)', '', 'Safety Instruction: If you are pregnant, nursing or under other medications, consult your doctor before use. Discontinue and consult your doctor if any adverse reactions occur. Keep out of reach of Children', '', 'Supports Immune Health : Several cells of the immune system need vitamin C to perform their task, especially phagocytes and t-cells', '', '', '', '']"," ? 1,500.00",? 845.00,4.4 out of 5 stars,213 ratings,https://images-na.ssl-images-amazon.com/images/I/4123nxsKgXL.jpg,https://images-na.ssl-images-amazon.com/images/I/41OgWBKzxvL.jpg,https://images-na.ssl-images-amazon.com/images/I/41Rv2YzfTwL.jpg,https://images-na.ssl-images-amazon.com/images/I/318JV0sOrIL.jpg
"https://www.amazon.in/Nestl%C3%A9-Nestle-Ceregrow-300-g/dp/B01IQVDI6M/ref=sr_1_29?dchild=1&keywords=healthy+foods&qid=1592121375&sr=8-29
","['Nestlé CEREGROW Fortified Multigrain Cereal with Milk and Fruits, 300g Bag-In-Box Pack']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'A nutrient dense junior cereal with the goodness of multigrain, milk and fruits for 2-5 year olds', '', 'A rich source of Iron for regular cognitive development and 17 vitamins & minerals', '', 'Contains Protein, Vitamin A, C, and D, an Calcium that help in growth & Development', '', 'Free from preservatives and flavours, especially made for your little one', '', 'Bag-in-Box format ensures enhanced safety, hygiene and convenience', '', 'Contact_us on : [ 1800-103-1947 , Tel: +91-124-412-1212 ] Customer Care: wecare@in.nestle.com;', '', '', '', '']", ? 265.00,? 249.00,4.5 out of 5 stars,"1,716 ratings",https://images-na.ssl-images-amazon.com/images/I/512xAm%2BZXfL.jpg,https://images-na.ssl-images-amazon.com/images/I/91-nmlr4ygL.png,https://images-na.ssl-images-amazon.com/images/I/516gLhO7WlL.jpg,https://images-na.ssl-images-amazon.com/images/I/51ueKm8gRRL.jpg
"https://www.amazon.in/Nestle-Cerelac-Fortified-Cereal-Wheat/dp/B00I4SYXIK/ref=sr_1_75?dchild=1&keywords=healthy+foods&qid=1592121377&sr=8-75
","['Nestlé CERELAC Fortified Baby Cereal with Milk, Wheat Apple – From 6 Months, 300g BIB Pack']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'An Iron fortified baby cereal for babies from 6 months onwards', '', 'A source of 19 important nutrients including vitamins and minerals', '', 'Provides 75% of a baby’s daily need of iron in 2 serves', '', 'Free from added colours, flavours and preservatives', '', 'Important Notice: Mother’s milk is best for your baby', '', 'Customer Care:contact_us on: [ :1800-103-1947 , Tel: +91-124-412-1212]', '', '', '', '']",,? 185.00,4.5 out of 5 stars,"4,250 ratings",https://images-na.ssl-images-amazon.com/images/I/51Dd9SuWMSL.jpg,https://images-na.ssl-images-amazon.com/images/I/41U2R1va5cL.jpg,https://images-na.ssl-images-amazon.com/images/I/51blEoAdkhL.jpg,https://images-na.ssl-images-amazon.com/images/I/518ieuxUfRL.jpg
"https://www.amazon.in/Resource-Diabetic-Food-Dietary-Management/dp/B07C7B55GR/ref=sr_1_39?dchild=1&keywords=healthy+foods&qid=1592121375&sr=8-39
",['Nestle Resource Diabetic Food for The Dietary Management of Individuals with Diabetes - 400 g Pet Jar pack (Vanilla Flavour)'],"['', '', '', 'Nestlé Resource Diabetic for dietary management of individuals with diabetes', '', 'Low GI formula food with complex carbohydrates for a nutritious breakfast', '', 'High in milk protein, Rich in dietary fiber', '', 'Excellent source of 20 different vitamins & minerals for people with diabetes', '', 'Dietary Fibre Management in delicious vanilla flavor for improving overall nutrition', '', 'Get the energy to burst through the day’s activities with resource diabetic', '', 'Tin format with see clear lid and easy scoop ensures enhanced safety, hygiene and convenience', '', 'Customer Care: wecare@in.nestle.com; Toll Free Number: 1800-103-1947', '', '', '', '']", ? 699.00,? 559.00,4.1 out of 5 stars,222 ratings,https://images-na.ssl-images-amazon.com/images/I/41oJPXXl1yL.jpg,https://images-na.ssl-images-amazon.com/images/I/51TdK1gERpL.jpg,https://images-na.ssl-images-amazon.com/images/I/51IWMHSmgOL.jpg,https://images-na.ssl-images-amazon.com/images/I/51HBi7mROQL.jpg
"https://www.amazon.in/Nestle-Resource-High-Protein-Vanilla/dp/B073ZJWL3P/ref=sr_1_281?dchild=1&keywords=nutrition&qid=1590855309&sr=8-281
",['Nestle Resource High Protein - 400g Tin (Vanilla Flavor)'],"['', '', '', 'Provides the goodness of whey protein in a tasty vanilla flavour', '', 'Delivers high protein content (45 g protein per 100 g)', '', 'Contains negligible sugar equal to just 0.1%', '', '', '', '']", ? 895.00,? 715.00,4.2 out of 5 stars,545 ratings,https://images-na.ssl-images-amazon.com/images/I/41HoBBQPAQL.jpg,https://images-na.ssl-images-amazon.com/images/I/31lsQX30hQL.jpg,https://images-na.ssl-images-amazon.com/images/I/51EDHJvx7bL.jpg,https://images-na.ssl-images-amazon.com/images/I/41TFZPZNkVL.jpg
"https://www.amazon.in/Neuherbs-Unroasted-Chia-Seeds-Fiber/dp/B07QX5QJ1H/ref=sr_1_249?dchild=1&keywords=healthy+foods&qid=1592121377&sr=8-249
",['Neuherbs Raw Unroasted Chia Seeds with Fiber for Weight Loss: 200 G'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'Certified Quality: neuherbs chia seeds are natural and raw chia grains.', '', 'Packed With Nutrition: Chia is an excellent source of fibers, protein, omega3, vitamins& minerals.', '', 'Feel Fuller: A duo of fiber and protein that helps in keeping you satisfied all day long by curbing hunger pangs and cravings, making it suitable for all diets.', '', 'A versatile kitchen staplechia seeds add a pleasant nutty flavour to your favourite meal and improve the nutrition quality of your food with various health advantages.', '', 'Better You: To achieve your fitness goals easily, neuherbs experts provide you free diet recipes., Shelf Life: 270 Days, Ingredient Type: Vegetarian, Total Weight: 200 gm, Package Contents: 200 gm x 1 of Chia Seeds, Special Feature: Rich in fiber, protein, omega: 3, calcium & naturally gluten free', '', '', '', '']", ? 270.00,? 197.00,4.2 out of 5 stars,268 ratings,https://images-na.ssl-images-amazon.com/images/I/41AYsoOVQwL.jpg,"https://images-na.ssl-images-amazon.com/images/I/818EcYg8%2B7LBG85,85,85_BR-120_.jpg",https://images-na.ssl-images-amazon.com/images/I/514zXqX3FqL.jpg,https://images-na.ssl-images-amazon.com/images/I/51rf7jpNsQL.jpg
"https://www.amazon.in/Neuherbs-Testosterone-D-Aspartic-Ashwagandha-Terrestris/dp/B07HN1FQHR/ref=sr_1_190?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854413&sprefix=suppl%2Caps%2C307&sr=8-190
",['Neuherbs T7(Testosterone Booster) With Exotic Formula: 60 Capsules'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'Exotic ayurvedic formula neuherbs test: on packed with cutting: edge ayurvedic extracts.', '', 'Builds Lean Muscle Mass: naturally boosts testosterone levels to improve performance & muscle health.', '', 'Strength and Endurance: Potent, biologically active extract helps increase strength & endurance.', '', 'Energy & Mood: Boosted testosterone levels increase the quality of personal life, energy & stamina.', '', 'Pure & Safe: Power: packed exotic formula in vegetarian capsules, preservative: free and allergen safe., Quantity: 60 Capsules, Item Form: Capsules, Package Contents: Pack of 60 T7 TEST Capsules', '', '', '', '']"," ? 1,099.00",? 599.00,3.6 out of 5 stars,232 ratings,https://images-na.ssl-images-amazon.com/images/I/51V8K9mIvrL.jpg,https://images-na.ssl-images-amazon.com/images/I/71RM5AakGwL.jpg,https://images-na.ssl-images-amazon.com/images/I/51AK%2B65ioBL.jpg,https://images-na.ssl-images-amazon.com/images/I/51FZgqat2uL.jpg
"https://www.amazon.in/Newmom-Disposable-Maternity-Pads-Maxi/dp/B00I8LLHX2/ref=sr_1_234?dchild=1&keywords=personal+hygiene&qid=1590853052&sr=8-234
",['Newmom Disposable Maternity Pads (Maxi) - Pack of 5'],"['', '', '', 'Super Absorbent Polymer quickly absorbs large amount of fluid, convert it into gel like substance, thereby keeps the area dry and clean', '', 'Extra length and width compared to normal pads prevent back and side flow', '', 'Elastic side gathering prevents leakage', '', 'More absorption capacity reduces the task of changing the pads frequently', '', 'Material is soft and non-irritating providing complete comfort', '', '', '', '']", ? 172.00,? 169.00,4.4 out of 5 stars,721 ratings,https://images-na.ssl-images-amazon.com/images/I/31W4b-scHiL.jpg,https://images-na.ssl-images-amazon.com/images/I/41XC9%2BoyaJL.jpg,https://images-na.ssl-images-amazon.com/images/I/41TiTTEof4L.jpg,https://images-na.ssl-images-amazon.com/images/I/21GDotZx%2BbL.jpg
"https://www.amazon.in/Newmom-Disposable-Pad-Fixator-101-112/dp/B00KKLVY36/ref=sr_1_56?dchild=1&keywords=personal+hygiene&qid=1590853052&sr=8-56
","['Newmom Disposable Pad Fixator, XL (101-112 cm) - Pack of 5']","['', '', '', 'An ideal way to hold pads post-delivery', '', 'After delivery a woman will feel uncomfortable and pain on wearing normal panties which will constrict on the stitches. Lack of air circulation may result in slow healing of wounds. NewMom Pad fixator offers a comfortable and hygienic way of holding pads', '', 'Generously shaped for added comfort', '', 'Breathable material offers protection from fungal infections. Aeration reduces odour and helps to maintain better health and hygiene', '', 'Soft and stretchable waist band prevents itching and pain caused by rubbing against the incisions', '', '', '', '']", ? 220.00,? 167.00,4.1 out of 5 stars,342 ratings,https://images-na.ssl-images-amazon.com/images/I/41ohl4cNFoL.jpg,https://images-na.ssl-images-amazon.com/images/I/51G6qF5tPVL.jpg,https://images-na.ssl-images-amazon.com/images/I/512RbZdndOL.jpg,https://images-na.ssl-images-amazon.com/images/I/41NPsF7amnL.jpg
"https://www.amazon.in/NourishVitals-Apple-Vinegar-Ginger-Garlic/dp/B07FFT52H3/ref=sr_1_299?dchild=1&keywords=healthy+foods&qid=1592121377&sr=8-299
","['NourishVitals Apple Cider Vinegar with Ginger, Garlic, Lemon and Honey - 500 ml']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'Pure, natural with goodness of mother of vinegar prepared from apples grown in Himalayas no added sugar no added preservatives no added flavors', '', 'Pure, raw, unfiltered, undiluted and nonpasteurized with 45 percent genuine mother of vinegar to give best health benefits', '', 'Made from fresh Himalayan apple juice not concentrate contains added ginger, garlic, lemon and honey', '', 'Acv is good for overall health and wellness', '', 'NourishVitals is known for offering organic, healthy food products which are distinguished by their quality', '', '', '', '']", ? 499.00,? 349.00,3.8 out of 5 stars,239 ratings,https://images-na.ssl-images-amazon.com/images/I/41BBp%2ByfQ0L.jpg,https://images-na.ssl-images-amazon.com/images/I/311Juf143cL.jpg,https://images-na.ssl-images-amazon.com/images/I/41OF6t-cKUL.jpg,https://images-na.ssl-images-amazon.com/images/I/51u4BWI4RGL.jpg
"https://www.amazon.in/NourishVitals-Apple-Cider-Vinegar-Mother/dp/B01MQPHTB1/ref=sr_1_287?dchild=1&keywords=healthy+foods&qid=1592121377&sr=8-287
",['NourishVitals Apple Cider Vinegar with Mother Vinegar - 250 ml'],"['', '', '', 'Fast-acting whey protein isolate is the leading protein source setting new gold standards 121 kcal energy, 25g protein, 083g fat, 0g sugar, 0g trans fat per 32g serving zero sugar', '', 'Higher protein percentage (25 g of protein, 80 percent whey protein by weight) enriched with calcium, sodium, potassium and phosphorus', '', ""Includes ultra-filtered whey for less cholesterol, fat and sodium 551g bcaa's and 418g glutamine and glutamic acid"", '', 'Rich café mocha flavor instantized to mix easily using a glass and spoon', '', 'Manufactured in world class international manufacturing standards nsf-gmp, iso 22000, ohsas 18001 and iso 14001 certified', '', '', '', '']", ? 230.00,? 179.00,4.0 out of 5 stars,441 ratings,https://images-na.ssl-images-amazon.com/images/I/41TplxAJIpL.jpg,https://images-na.ssl-images-amazon.com/images/I/31EcY%2BKnqmL.jpg,https://images-na.ssl-images-amazon.com/images/I/41qIXdiOM9L.jpg,https://images-na.ssl-images-amazon.com/images/I/61f9tLLhzmL.jpg
"https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_3?ie=UTF8&adId=A08319252MN4FKWH246EM&url=%2FNutraj-Almonds-Cashews-Pistachios-Raisins%2Fdp%2FB07BKRDDN4%2Fref%3Dsr_1_119_sspa%3Fdchild%3D1%26keywords%3Dhealthy%2Bfoods%26qid%3D1592121377%26sr%3D8-119-spons%26psc%3D1&qualifier=1592121377&id=3911716607632430&widgetName=sp_mtf
","['Nutraj Daily Needs Dry Fruits Combo Pack 1 Kg (Almonds 250g, Cashews 250gm, Pistachios 250g, Raisins 250g)']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'Fulfill your daily nutrient, anti-oxidents needs of Almonds, Cashews, Pista and Raisins', '', 'Net Weight: 1Kg (4 x 250g Each)', '', 'Comes in Easy to use Pouches', '', 'Best for Anytime Guilt Free Snacking - Mixed Dry Fruits Combo', '', '', '', '']"," ? 1,626.00","? 1,149.00",3.9 out of 5 stars,339 ratings,https://images-na.ssl-images-amazon.com/images/I/51LLR2T5W9L.jpg,https://images-na.ssl-images-amazon.com/images/I/510POH9k4IL.jpg,https://images-na.ssl-images-amazon.com/images/I/51FIlByOouL.jpg,https://images-na.ssl-images-amazon.com/images/I/516ocwTvX0L.jpg
"https://www.amazon.in/NUTRILITE-Multivitamin-Multimineral-Tablets-Tabs/dp/B075HCRFCN/ref=sr_1_111?crid=2GN839P8YFTCM&dchild=1&keywords=nutraceutical+supplements&qid=1590854906&sprefix=nutraceutica%2Caps%2C312&sr=8-111
",['NUTRILITE Multivitamin And Multimineral Tablets - 120 Tabs'],"['', '', '', 'Contains 120 tablets', '', 'Contains multivitamins and multiminerals', '', 'Enriched with natural ingredients', '', '', '', '']"," ? 2,229.00","? 2,025.00",4.0 out of 5 stars,475 ratings,https://images-na.ssl-images-amazon.com/images/I/41sE0lTMmeL.jpg,https://images-na.ssl-images-amazon.com/images/I/41%2BbuwdgELL.jpg,https://images-na.ssl-images-amazon.com/images/I/41-9jYIROrL.jpg,https://images-na.ssl-images-amazon.com/images/I/419EmxlwvQL.jpg
"https://www.amazon.in/b-Comfort-Regular-Tampons-Count/dp/B075ZZ1T8C/ref=sr_1_147?dchild=1&keywords=personal+hygiene&qid=1590853052&sr=8-147
","['O.b. ProComfort Tampons For Heavy Flow For Periods Combo Pack, 40 pieces (2 x 20 Tampons)']","['', '', '', 'This pack consists of 40 regular flow tampons in total', '', 'Made from highly absorbent fibers with curved grooves technology for reliable protection', '', 'Silktouch cover for the easiest OB tampons insertion ever', '', 'Shaped for a natural and comfortable fit', '', 'Designed by a female gynaecologist', '', 'For regular flow', '', '', '', '']",,? 455.00,4.4 out of 5 stars,685 ratings,https://images-na.ssl-images-amazon.com/images/I/51wlFRNlmRL.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V19223467,,
"https://www.amazon.in/b-ProComfort-Tampons-Super-Heavy/dp/B00I5H5S5C/ref=sr_1_266?dchild=1&keywords=personal+hygiene&qid=1590853052&sr=8-266
","['O.B. ProComfort Tampons - Super (Heavy Flow, 10 Piece)']","['', '', '', 'Designed by a female gynaecologist', '', 'o.b. ProComfort Tampons Super for extra protection during the night and heavy flow', '', 'With curved grooves technology for reliable protection', '', 'SilkTouch cover for the easiest o.b. Tampons insertion ever', '', 'Shaped for a natural and comfortable fit', '', '', '', '']",,,4.3 out of 5 stars,212 ratings,https://images-na.ssl-images-amazon.com/images/I/41FNDvgif0L.jpg,https://images-na.ssl-images-amazon.com/images/I/318jZfqYTPL.jpg,https://images-na.ssl-images-amazon.com/images/I/51pVY11dS2L.jpg,https://images-na.ssl-images-amazon.com/images/I/31e9WN24HiL.jpg
"https://www.amazon.in/Optimum-Nutrition-100-Protein-Powder/dp/B01FXI3HDA/ref=sr_1_53?dchild=1&keywords=nutrition&qid=1590855309&sr=8-53
","['Optimum Nutrition (ON) 100% Whey Protein Powder - 1.85 lbs, 837 g (Chocolate Milkshake)']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', '100 percent of protein from whey', '', 'A complete protein derived from cow’s milk, It regulates and improves the metabolism of your body', '', ""Ultra filtered and easy-to-mix powder from world's number 1 seller of protein"", '', 'Contains 22 grams of whey protein with just 1 gram of sugar and 1 gram of fat', '', 'ON Whey is a great addition to your healthy, balanced diet, When To Use: Anytime And Post-Workout', '', 'Note: Since the product in packaged in India, it will not have an importer label', '', 'Instantized, easy-to-mix protein powder', '', 'Brand Customer Care details: Indiacustomercare@glanbia.com, 011 49594959', '', '', '', '']"," ? 2,249.00","? 1,687.00",3.7 out of 5 stars,"2,286 ratings",https://images-na.ssl-images-amazon.com/images/I/41r31A4NnVL.jpg,https://images-na.ssl-images-amazon.com/images/I/51mMOm4eAcL.jpg,https://images-na.ssl-images-amazon.com/images/I/514Jylu8XkL.jpg,https://images-na.ssl-images-amazon.com/images/I/41aNdG3%2BktL.jpg
"https://www.amazon.in/Optimum-Nutrition-Amino-Energy-Drink/dp/B00H5R55LU/ref=sr_1_35?dchild=1&keywords=nutrition&qid=1590855307&sr=8-35
",['Optimum Nutrition (ON) Amino Energy BCAA Drink - 30 Servings (Green Apple)'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', '5 grams of micronized free-form amino acids blend for faster absorption', '', '100mg of caffeine per two scoops', '', 'Ability to use multiple scoops to go from mild, to intermediate, to intense energy', '', 'Just 10 calories per serving with zero sugar', '', 'Provides anti-catabolic support and intra-workout hydration and supports recovery before, during and after exercise', '', 'Optimal usage occasions: Before and/or during endurance exercise or within 30 to 45 minutes after weight training', '', 'Brand Customer Care details: Indiacustomercare, contact_us on: 011 49594959', '', '', '', '']"," ? 2,429.00","? 1,821.00",3.9 out of 5 stars,"9,633 ratings",https://images-na.ssl-images-amazon.com/images/I/414y8bhf9hL.jpg,https://images-na.ssl-images-amazon.com/images/I/31c8-gMFEhL.jpg,https://images-na.ssl-images-amazon.com/images/I/51mMOm4eAcL.jpg,https://images-na.ssl-images-amazon.com/images/I/41Nl7Bot8iL.jpg
"https://www.amazon.in/Optimum-Nutrition-Standard-Protein-Powder/dp/B002DYIZH6/ref=sr_1_35?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854410&sprefix=suppl%2Caps%2C307&sr=8-35
","['Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Double Rich Chocolate)']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', '24 grams of whey protein per serving with whey protein isolates as the primary ingredient and just 1 gram of sugar and 1 gram of fat', '', '5 grams of naturally occurring BCAAs and over 4 grams of glutamine and glutamic acid in each serving', '', 'Whey Protein Microfractions from Whey Protein Isolates & Ultra-Filtered Whey Protein Concentrate', '', 'Use first thing in the morning, before/after exercise or after weight training. Shelf Life:24 Months', '', 'There is no seal inside the cap,the product has a plastic shrink wrap seal around the cap (outside) for protection from contamination', '', 'On all the protein tubs you will find blue ink jet printing listing a manufacturer date, expiration date and batch code. There may be slight difference with the actual product and the images displayed', '', 'How to use: Mix 1 scoop in 6-8 fluid ounces of cold water, milk, or beverage of choice. For best results, mix up your shake 30-60 minutes after your workout, or have it as an anytime snack in your balanced, high-protein diet', '', 'Brand Customer Care details: Indiacustomercare, contact_us on: 011 49594959. Email ID :indiacustomercare@glanbia.com', '', '', '', '']"," ? 3,699.00","? 2,774.00",3.9 out of 5 stars,"22,691 ratings",https://images-na.ssl-images-amazon.com/images/I/41lLtYqmC1L.jpg,https://images-na.ssl-images-amazon.com/images/I/41Iud015yfL.jpg,https://images-na.ssl-images-amazon.com/images/I/51mMOm4eAcL.jpg,https://images-na.ssl-images-amazon.com/images/I/51mMOm4eAcL.jpg
"https://www.amazon.in/Optimum-Nutrition-Micronized-Creatine-Monohydrate/dp/B002DYIZEE/ref=sr_1_12?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854410&sprefix=suppl%2Caps%2C307&sr=8-12
",['Optimum Nutrition (ON) Micronized Creatine Monohydrate Powder - 300 Grams (Unflavored)'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', '3 grams of creatine monohydrate per serving', '', 'Made With Creapure Creatine Monohydrate', '', 'Unflavored for Stacking Versatility', '', 'Micronized Powder Mixes More Easily & Stays in Solution Longer than Non-Micronized Powders', '', 'There is no scoop inside the product', '', 'On all the protein tubs you will find blue ink jet printing listing a manufacturer date, expiration date and batch code. There may be slight difference with the actual product and the images displayed', '', 'Brand Customer Care details: Indiacustomercare@glanbia.com, contact_us on: 011 49594959', '', '', '', '']"," ? 1,269.00",? 924.00,4.0 out of 5 stars,"10,258 ratings",https://images-na.ssl-images-amazon.com/images/I/41pfPeaTPDL.jpg,https://images-na.ssl-images-amazon.com/images/I/51mMOm4eAcL.jpg,https://images-na.ssl-images-amazon.com/images/I/41CCTMtTyYL.jpg,https://images-na.ssl-images-amazon.com/images/I/41RyDSE5cqL.jpg
"https://www.amazon.in/Organic-India-Moringa-Powder-100/dp/B01JCFDX4S/ref=sr_1_173?dchild=1&keywords=healthy+foods&qid=1592121377&sr=8-173
",['Organic India Moringa Powder - 100 g'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', '17 times more calcium than that of milk', '', '25 times more iron than that of Spinach', '', 'A rich source of Vitamin C', '', 'An excellent source of Amino acids (Amino acids form proteins)', '', 'Boosts overall energy level', '', 'Increases stamina & vitality', '', 'Naturally restores essential vitamin & mineral imbalances', '', '', '', '']",,? 225.00,4.2 out of 5 stars,369 ratings,https://images-na.ssl-images-amazon.com/images/I/41BlU0eeplL.jpg,https://images-na.ssl-images-amazon.com/images/I/41BlU0eeplL.jpg,https://images-na.ssl-images-amazon.com/images/I/41BlU0eeplL.jpg,https://images-na.ssl-images-amazon.com/images/I/41BlU0eeplL.jpg
